,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4
575,413282,58729.0,4835.78,0,0,1,2,0,0,16,0,22,43176,43176.0,1196,8,5,12,1.8333333333333333,0.6666666666666666,0.027700574393181396,1962.5454545454545,0.0,4,6,4,8
576,884088,73510.0,4836.05,1,0,0,1,0,0,30,0,15,27031,27031.0,1381,7,5,12,1.25,0.5833333333333334,0.051089489844992786,1802.0666666666666,4.0,6,6,3,0
577,445867,73510.0,4836.39,1,0,2,1,0,0,41,0,25,27067,27067.0,519,9,5,12,2.0833333333333335,0.75,0.01917464070639524,1082.68,0.0,4,9,5,7
578,568286,73510.0,4837.93,1,1,0,1,0,0,19,0,17,30335,30335.0,1084,6,4,12,1.4166666666666667,0.5,0.035734300313169605,1784.4117647058824,0.0,2,8,4,3
580,105145,73510.0,4839.11,1,1,0,1,0,0,65,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
581,516329,73510.0,4847.24,1,0,0,1,0,0,63,0,18,32460,32460.0,746,6,4,12,1.5,0.5,0.022982131854590266,1803.3333333333333,0.0,7,3,5,3
582,945479,54073.0,4853.1,0,0,1,0,0,0,14,0,22,30935,30935.0,0,9,5,12,1.8333333333333333,0.75,0.0,1406.1363636363637,0.0,4,4,7,7
583,363925,73510.0,4853.53,1,0,0,1,0,0,1,0,1,2015,2015.0,0,1,1,12,0.08333333333333333,0.08333333333333333,0.0,2015.0,0.0,0,0,0,1
584,798216,53738.0,4854.75,0,0,0,2,0,0,43,0,19,18545,18545.0,0,7,6,12,1.5833333333333333,0.5833333333333334,0.0,976.0526315789474,1.0,7,6,2,4
587,784838,73510.0,4858.07,1,1,0,1,0,0,28,0,34,45844,45844.0,374,10,6,12,2.8333333333333335,0.8333333333333334,0.008158101387313498,1348.3529411764705,0.0,4,11,10,9
588,405597,47774.0,4858.12,0,0,0,2,0,0,55,0,16,21235,21235.0,1185,7,3,12,1.3333333333333333,0.5833333333333334,0.05580409700965387,1327.1875,1.0,2,4,7,3
589,502592,60759.0,4860.91,0,1,2,2,0,0,16,0,17,24442,24442.0,0,8,4,12,1.4166666666666667,0.6666666666666666,0.0,1437.764705882353,0.0,6,1,6,4
590,999143,58473.0,4861.37,0,1,1,2,0,0,29,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
592,198424,73510.0,4863.54,1,1,1,1,0,0,42,0,18,33085,33085.0,1107,7,5,12,1.5,0.5833333333333334,0.03345927157322049,1838.0555555555557,0.0,1,8,4,5
593,814653,59278.0,4864.53,0,0,1,2,0,0,9,0,8,7805,7805.0,795,3,4,12,0.6666666666666666,0.25,0.10185778347213324,975.625,1.0,0,0,7,1
594,636505,51831.0,4865.37,0,0,1,2,0,0,30,0,19,32931,32931.0,0,7,4,12,1.5833333333333333,0.5833333333333334,0.0,1733.2105263157894,0.0,7,6,0,6
595,685346,72587.0,4869.24,0,1,1,2,0,0,38,0,12,11390,11390.0,0,5,5,12,1.0,0.4166666666666667,0.0,949.1666666666666,0.0,3,2,5,2
598,272944,73510.0,4872.02,1,0,1,1,0,0,24,0,16,19834,19834.0,0,5,5,12,1.3333333333333333,0.4166666666666667,0.0,1239.625,4.0,5,4,7,0
599,512906,73510.0,4872.02,1,1,1,1,0,0,4,0,1,898,898.0,615,1,1,12,0.08333333333333333,0.08333333333333333,0.6848552338530067,898.0,2.0,0,0,0,1
600,490984,73510.0,4872.58,1,1,0,1,0,0,56,0,19,27074,27074.0,408,7,4,12,1.5833333333333333,0.5833333333333334,0.015069808672527147,1424.9473684210527,1.0,10,4,4,1
601,812042,82578.0,4872.77,0,1,1,2,0,0,46,0,15,22980,22980.0,0,6,5,12,1.25,0.5,0.0,1532.0,0.0,1,10,0,4
602,366719,66902.0,4873.35,0,1,1,2,0,0,5,0,6,7674,7674.0,348,2,3,12,0.5,0.16666666666666666,0.04534792806880375,1279.0,0.0,0,0,0,6
603,192177,98422.0,4873.44,0,0,1,3,0,0,25,0,27,44059,44059.0,0,8,5,12,2.25,0.6666666666666666,0.0,1631.8148148148148,2.0,4,6,14,3
605,249555,73510.0,4876.47,1,0,1,1,0,0,24,0,20,27894,27894.0,0,6,5,12,1.6666666666666667,0.5,0.0,1394.7,0.0,3,4,5,8
606,103862,299560.0,4878.83,0,0,1,4,0,0,53,0,15,31639,31639.0,547,5,6,12,1.25,0.4166666666666667,0.017288789152628086,2109.266666666667,3.0,0,5,10,0
607,121935,299560.0,4878.83,0,0,1,4,0,0,26,0,15,20296,20296.0,0,5,5,12,1.25,0.4166666666666667,0.0,1353.0666666666666,5.0,4,7,4,0
608,224402,63634.0,4878.95,0,1,1,2,0,0,14,0,16,30620,30620.0,0,5,6,12,1.3333333333333333,0.4166666666666667,0.0,1913.75,1.0,0,11,1,4
610,416768,73510.0,4879.71,1,1,0,1,0,0,9,0,16,16011,16011.0,786,6,4,12,1.3333333333333333,0.5,0.04909124976578602,1000.6875,0.0,0,7,5,4
611,667767,70557.0,4880.71,0,0,2,2,0,0,24,0,21,29303,29303.0,448,7,5,12,1.75,0.5833333333333334,0.015288537009862472,1395.3809523809523,0.0,1,7,10,3
612,955178,49760.0,4880.95,0,0,1,2,0,0,11,0,15,20744,20744.0,364,6,4,12,1.25,0.5,0.0175472425761666,1382.9333333333334,2.0,1,8,5,1
613,534716,59712.0,4881.3,0,1,1,2,0,0,23,0,21,27571,27571.0,907,9,5,12,1.75,0.75,0.03289688440752965,1312.904761904762,3.0,6,5,10,0
614,565041,98417.0,4881.39,0,1,1,2,0,0,68,0,13,18860,18860.0,670,6,4,12,1.0833333333333333,0.5,0.03552492046659597,1450.7692307692307,0.0,2,5,1,5
615,596004,73510.0,4881.75,1,1,0,1,0,0,59,0,15,30797,30797.0,1751,7,4,12,1.25,0.5833333333333334,0.056856187290969896,2053.133333333333,0.0,4,1,2,8
617,335839,90889.0,4882.49,0,0,1,2,0,0,53,0,26,28912,28912.0,0,8,5,12,2.1666666666666665,0.6666666666666666,0.0,1112.0,0.0,4,4,6,12
618,621940,162087.0,4883.55,0,1,2,4,0,0,3,0,4,5548,5548.0,590,2,2,12,0.3333333333333333,0.16666666666666666,0.10634462869502523,1387.0,0.0,0,0,0,4
619,308379,74847.0,4883.81,0,0,1,2,0,0,15,0,28,54212,54212.0,0,9,4,12,2.3333333333333335,0.75,0.0,1936.142857142857,0.0,0,11,9,8
620,683791,47834.0,4884.16,0,0,1,2,0,0,35,0,18,24762,24762.0,1161,6,5,12,1.5,0.5,0.04688635812939181,1375.6666666666667,2.0,2,6,7,3
621,715015,47834.0,4884.16,0,1,1,2,0,0,38,0,19,33005,33005.0,431,8,5,12,1.5833333333333333,0.6666666666666666,0.013058627480684745,1737.1052631578948,0.0,4,6,3,6
622,835796,254243.0,4885.16,0,0,1,4,0,0,53,0,26,39835,39835.0,0,9,6,12,2.1666666666666665,0.75,0.0,1532.1153846153845,0.0,5,6,11,4
623,564201,69406.0,4889.61,0,1,1,2,0,0,28,0,18,30207,30207.0,0,9,4,12,1.5,0.75,0.0,1678.1666666666667,1.0,2,4,8,4
624,572410,73510.0,4890.11,1,1,2,1,0,0,41,0,12,12452,12452.0,416,5,5,12,1.0,0.4166666666666667,0.033408287825248954,1037.6666666666667,2.0,0,6,5,1
625,306288,47792.0,4892.44,0,0,1,2,0,0,49,1,23,29289,29289.0,0,9,5,12,1.9166666666666667,0.75,0.0,1273.4347826086957,0.0,6,6,8,3
626,568111,47792.0,4892.44,0,1,1,2,0,0,11,0,23,28849,28849.0,0,7,6,12,1.9166666666666667,0.5833333333333334,0.0,1254.304347826087,2.0,7,11,2,3
627,201220,63517.0,4892.62,0,1,1,2,0,0,51,0,26,38026,38026.0,787,9,5,12,2.1666666666666665,0.75,0.020696365644558987,1462.5384615384614,1.0,10,5,7,4
628,533766,73510.0,4893.29,1,1,0,1,0,0,62,0,12,16476,16476.0,0,6,3,12,1.0,0.5,0.0,1373.0,4.0,4,4,4,0
629,990933,244110.0,4893.98,0,0,1,4,0,0,48,0,10,12373,12373.0,884,4,4,12,0.8333333333333334,0.3333333333333333,0.07144589024488807,1237.3,5.0,0,6,4,0
630,613265,71783.0,4895.81,0,1,1,2,0,0,24,0,21,36272,36272.0,564,9,5,12,1.75,0.75,0.015549183943537714,1727.2380952380952,0.0,7,4,6,4
631,163608,73510.0,4896.26,1,0,0,1,0,0,59,0,17,19605,19605.0,0,5,5,12,1.4166666666666667,0.4166666666666667,0.0,1153.235294117647,0.0,5,0,5,7
632,237984,73510.0,4896.26,1,1,0,1,0,0,8,0,19,29943,29943.0,908,6,5,12,1.5833333333333333,0.5,0.030324282803994254,1575.9473684210527,0.0,0,0,11,8
633,288419,73510.0,4896.27,1,0,0,1,0,0,23,0,11,15162,15162.0,576,4,4,12,0.9166666666666666,0.3333333333333333,0.037989711119905026,1378.3636363636363,0.0,1,0,7,3
634,285738,58563.0,4896.56,0,0,2,2,0,0,15,1,14,23694,23694.0,0,5,5,12,1.1666666666666667,0.4166666666666667,0.0,1692.4285714285713,7.0,6,8,0,0
635,666556,69529.0,4897.04,0,0,0,0,0,0,38,0,23,36985,36985.0,0,9,4,12,1.9166666666666667,0.75,0.0,1608.0434782608695,1.0,4,5,10,4
637,807589,72205.0,4898.96,0,1,1,2,0,0,13,0,33,57351,57351.0,745,9,6,12,2.75,0.75,0.012990183257484612,1737.909090909091,0.0,7,6,12,8
638,135382,73510.0,4899.23,1,1,1,1,0,0,23,0,25,49346,49346.0,2506,10,5,12,2.0833333333333335,0.8333333333333334,0.0507842580958943,1973.84,0.0,2,10,7,6
639,444778,73510.0,4899.23,1,0,1,1,0,0,17,0,16,25080,25080.0,0,6,4,12,1.3333333333333333,0.5,0.0,1567.5,1.0,8,0,2,6
640,502534,85221.0,4901.89,0,0,2,2,0,0,40,0,15,25292,25292.0,352,7,5,12,1.25,0.5833333333333334,0.013917444251146608,1686.1333333333334,1.0,2,6,4,3
641,589840,73510.0,4903.13,1,1,1,1,0,0,37,0,11,12517,12517.0,0,5,3,12,0.9166666666666666,0.4166666666666667,0.0,1137.909090909091,0.0,2,6,0,3
642,551300,73510.0,4903.15,1,1,0,1,0,0,26,0,27,44660,44660.0,386,9,6,12,2.25,0.75,0.00864308105687416,1654.0740740740741,1.0,10,7,6,4
643,990204,73510.0,4903.15,1,1,0,1,0,0,38,0,20,28119,28119.0,0,8,4,12,1.6666666666666667,0.6666666666666666,0.0,1405.95,0.0,3,3,6,8
644,148299,73510.0,4903.81,1,1,1,1,0,0,42,0,17,23934,23934.0,1295,7,5,12,1.4166666666666667,0.5833333333333334,0.05410712793515501,1407.8823529411766,3.0,4,8,5,0
645,412902,79329.0,4904.89,0,1,2,3,0,0,19,0,28,44617,44617.0,598,9,4,12,2.3333333333333335,0.75,0.01340296299616738,1593.4642857142858,0.0,5,8,5,10
647,205445,65697.0,4905.32,0,0,1,2,0,0,16,0,21,37460,37460.0,0,7,4,12,1.75,0.5833333333333334,0.0,1783.8095238095239,1.0,7,4,8,2
648,883349,67182.0,4908.12,0,0,1,2,0,0,44,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
649,773293,76838.0,4909.84,0,0,2,2,0,0,22,0,18,21474,21474.0,0,6,6,12,1.5,0.5,0.0,1193.0,0.0,5,4,6,3
650,957127,55983.0,4911.0,0,1,1,2,0,0,62,0,11,20492,20492.0,0,4,4,12,0.9166666666666666,0.3333333333333333,0.0,1862.909090909091,4.0,0,7,4,0
652,848248,56566.0,4911.12,0,1,1,2,0,0,45,0,24,34405,34405.0,475,9,4,12,2.0,0.75,0.013806132829530592,1433.5416666666667,0.0,7,5,6,6
653,162013,70540.0,4911.46,0,0,2,2,0,0,46,0,13,23062,23062.0,488,7,4,12,1.0833333333333333,0.5833333333333334,0.021160350359899403,1774.0,3.0,3,8,2,0
655,495027,67246.0,4913.12,0,1,0,2,0,0,33,0,11,17918,17918.0,0,5,4,12,0.9166666666666666,0.4166666666666667,0.0,1628.909090909091,0.0,0,2,8,1
656,731001,67246.0,4913.12,0,0,0,2,0,0,2,0,4,7204,7204.0,309,2,3,12,0.3333333333333333,0.16666666666666666,0.042892837312604105,1801.0,0.0,0,0,0,4
657,106001,39000.0,4914.04,0,0,0,0,0,0,59,0,45,79944,79944.0,1456,12,7,12,3.75,1.0,0.01821274892424697,1776.5333333333333,0.0,14,11,7,13
658,692096,39000.0,4914.04,0,0,0,0,0,0,11,0,30,46505,46505.0,807,10,5,12,2.5,0.8333333333333334,0.017352972798623804,1550.1666666666667,0.0,6,9,7,8
659,544569,100482.0,4914.73,0,1,1,4,0,0,35,0,15,18527,18527.0,715,5,5,12,1.25,0.4166666666666667,0.0385923247152804,1235.1333333333334,0.0,2,2,7,4
660,616220,100482.0,4914.73,0,0,1,4,0,0,21,0,13,19342,19342.0,0,6,5,12,1.0833333333333333,0.5,0.0,1487.8461538461538,0.0,0,4,7,2
661,890361,73510.0,4915.39,1,1,0,1,0,0,8,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
662,778426,80921.0,4916.37,0,1,1,2,0,0,10,0,9,16514,16514.0,0,3,5,12,0.75,0.25,0.0,1834.888888888889,0.0,0,0,3,6
663,211083,73510.0,4916.48,1,1,0,1,0,0,37,0,15,21652,21652.0,609,7,3,12,1.25,0.5833333333333334,0.028126731941622022,1443.4666666666667,0.0,5,2,5,3
664,693256,47937.0,4916.58,0,0,1,2,0,0,55,0,24,42541,42541.0,0,8,6,12,2.0,0.6666666666666666,0.0,1772.5416666666667,0.0,3,4,8,9
665,343377,47541.0,4920.49,0,0,1,2,0,0,61,0,24,33950,33950.0,347,9,4,12,2.0,0.75,0.010220913107511045,1414.5833333333333,0.0,5,7,7,5
666,608739,73510.0,4920.77,1,1,0,1,0,0,20,0,29,44514,44514.0,486,8,6,12,2.4166666666666665,0.6666666666666666,0.010917913465426607,1534.9655172413793,2.0,5,7,15,2
667,421497,63840.0,4921.33,0,0,1,2,0,0,33,0,18,23253,23253.0,0,6,4,12,1.5,0.5,0.0,1291.8333333333333,5.0,5,10,3,0
668,268094,73510.0,4921.75,1,0,0,1,0,0,2,0,0,0,0.0,650,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
669,982608,73510.0,4921.75,1,1,0,1,0,0,15,1,9,12296,12296.0,871,4,3,12,0.75,0.3333333333333333,0.07083604424202992,1366.2222222222222,7.0,4,5,0,0
670,703882,73510.0,4922.17,1,1,0,1,0,0,68,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
671,821404,67898.0,4926.28,0,1,1,2,0,0,23,0,10,14556,14556.0,0,6,4,12,0.8333333333333334,0.5,0.0,1455.6,1.0,1,5,2,2
672,544561,73510.0,4927.07,1,1,0,1,0,0,8,0,11,14079,14079.0,595,5,3,12,0.9166666666666666,0.4166666666666667,0.04226152425598409,1279.909090909091,0.0,0,4,3,4
673,528074,103558.0,4928.0,0,0,0,2,0,0,62,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
674,709550,103558.0,4928.0,0,0,0,2,0,0,65,0,18,31065,31065.0,0,9,4,12,1.5,0.75,0.0,1725.8333333333333,0.0,4,6,1,7
675,601448,50663.0,4929.55,0,0,1,2,0,0,10,0,18,32757,32757.0,0,6,5,12,1.5,0.5,0.0,1819.8333333333333,1.0,1,3,13,1
676,264234,73510.0,4929.81,1,1,0,1,0,0,47,0,18,28346,28346.0,626,6,5,12,1.5,0.5,0.022084244690608903,1574.7777777777778,1.0,3,8,5,2
677,989048,73510.0,4929.81,1,0,0,1,0,0,20,0,31,53553,53553.0,475,9,5,12,2.5833333333333335,0.75,0.008869717849606931,1727.516129032258,0.0,8,10,5,8
678,788460,83431.0,4930.95,0,1,1,2,0,0,19,1,23,36024,36024.0,882,8,6,12,1.9166666666666667,0.6666666666666666,0.024483677548301132,1566.2608695652175,0.0,7,4,9,3
679,765973,73510.0,4931.22,1,1,1,1,0,0,32,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
680,831087,86648.0,4932.88,0,0,1,2,0,0,61,0,20,32673,32673.0,1346,7,4,12,1.6666666666666667,0.5833333333333334,0.04119609463471368,1633.65,0.0,2,3,7,8
681,750776,53537.0,4935.19,0,1,1,2,0,0,7,1,9,17341,17341.0,0,2,5,12,0.75,0.16666666666666666,0.0,1926.7777777777778,0.0,0,4,0,5
682,401336,73510.0,4936.89,1,1,0,1,2,0,57,0,18,20274,20274.0,437,6,5,12,1.5,0.5,0.021554700601755943,1126.3333333333333,2.0,3,4,9,2
683,936612,87727.0,4938.21,0,1,1,2,2,0,11,1,19,25684,25684.0,632,8,5,12,1.5833333333333333,0.6666666666666666,0.02460675907179567,1351.7894736842106,3.0,4,8,7,0
684,785836,58918.0,4938.89,0,0,1,2,2,0,45,0,29,48214,48214.0,0,10,5,12,2.4166666666666665,0.8333333333333334,0.0,1662.551724137931,0.0,6,7,10,6
685,161437,80191.0,4940.51,0,1,0,2,2,0,58,0,25,41589,41589.0,567,9,6,12,2.0833333333333335,0.75,0.013633412681237828,1663.56,0.0,3,2,13,7
686,654187,80191.0,4940.51,0,0,0,2,2,0,29,0,15,22914,22914.0,0,7,3,12,1.25,0.5833333333333334,0.0,1527.6,1.0,6,2,6,1
687,801821,73510.0,4941.65,1,1,0,1,2,0,26,0,12,14171,14171.0,0,5,3,12,1.0,0.4166666666666667,0.0,1180.9166666666667,0.0,2,2,3,5
688,655044,67193.0,4942.63,0,1,1,0,2,0,25,0,10,18246,18246.0,931,5,4,12,0.8333333333333334,0.4166666666666667,0.05102488216595418,1824.6,1.0,2,2,2,4
689,223946,91978.0,4942.87,0,0,2,2,2,0,29,0,20,25147,25147.0,0,6,6,12,1.6666666666666667,0.5,0.0,1257.35,2.0,5,2,9,4
690,531286,61515.0,4944.24,0,0,1,2,2,0,40,0,20,28702,28702.0,1532,9,4,12,1.6666666666666667,0.75,0.05337607135391262,1435.1,0.0,7,2,5,6
691,655614,89566.0,4945.07,0,0,2,2,2,0,33,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
692,101876,73510.0,4949.53,1,1,0,1,2,0,2,1,5,8286,8286.0,0,2,3,12,0.4166666666666667,0.16666666666666666,0.0,1657.2,0.0,0,0,0,5
693,908729,73510.0,4949.53,1,1,0,1,2,0,16,0,17,31308,31308.0,1929,6,4,12,1.4166666666666667,0.5,0.06161364507474128,1841.6470588235295,0.0,1,3,8,5
694,622269,47523.0,4949.8,0,1,1,2,2,0,44,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
695,929701,73510.0,4953.36,1,0,1,1,2,0,46,0,35,45789,45789.0,588,10,7,12,2.9166666666666665,0.8333333333333334,0.012841512153574002,1308.2571428571428,1.0,10,7,15,3
697,708020,77863.0,4957.03,0,1,1,2,2,0,31,0,23,34526,34526.0,957,8,5,12,1.9166666666666667,0.6666666666666666,0.027718241325377976,1501.1304347826087,0.0,3,2,10,8
698,919922,73510.0,4957.16,1,0,2,1,2,0,4,1,7,9524,9524.0,0,2,4,12,0.5833333333333334,0.16666666666666666,0.0,1360.5714285714287,1.0,0,0,4,3
699,479872,63688.0,4960.55,0,0,1,0,2,0,44,0,23,38101,38101.0,0,6,6,12,1.9166666666666667,0.5,0.0,1656.5652173913043,0.0,4,3,6,10
700,277091,150410.0,4960.97,0,0,1,4,2,0,8,0,17,32131,32131.0,0,6,4,12,1.4166666666666667,0.5,0.0,1890.0588235294117,0.0,0,7,4,6
701,386363,72667.0,4961.41,0,1,1,2,2,0,52,0,13,21403,21403.0,402,7,3,12,1.0833333333333333,0.5833333333333334,0.018782413680325186,1646.3846153846155,1.0,7,3,2,1
702,307233,73510.0,4965.49,1,1,0,1,2,0,21,1,29,41356,41356.0,643,8,6,12,2.4166666666666665,0.6666666666666666,0.015547925331269948,1426.0689655172414,0.0,4,10,9,6
703,199342,73510.0,4966.85,1,1,0,1,2,0,50,0,21,35368,35368.0,1085,6,5,12,1.75,0.5,0.03067744854105406,1684.1904761904761,0.0,3,7,8,3
704,810257,73510.0,4966.85,1,0,0,1,2,0,44,0,27,39549,39549.0,1882,10,4,12,2.25,0.8333333333333334,0.047586538218412605,1464.7777777777778,2.0,9,9,6,3
705,252341,52779.0,4967.54,0,1,1,2,2,0,55,0,17,29654,29654.0,336,7,4,12,1.4166666666666667,0.5833333333333334,0.011330680515276186,1744.3529411764705,1.0,4,6,6,1
706,485397,64090.0,4969.36,0,1,1,0,2,0,53,0,23,27021,27021.0,0,6,6,12,1.9166666666666667,0.5,0.0,1174.8260869565217,2.0,6,10,5,2
707,687748,104192.0,4971.35,0,0,1,2,2,0,4,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
708,368830,73510.0,4974.24,1,0,0,1,2,0,48,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
709,249224,87259.0,4974.8,0,1,2,2,2,0,58,0,29,54313,54313.0,0,9,6,12,2.4166666666666665,0.75,0.0,1872.8620689655172,0.0,4,5,11,9
710,444684,87259.0,4974.8,0,1,2,2,2,0,16,0,21,31112,31112.0,692,7,5,12,1.75,0.5833333333333334,0.02224222165080998,1481.5238095238096,0.0,4,5,7,5
711,181726,67132.0,4974.87,0,0,0,2,2,0,51,0,19,24734,24734.0,1254,8,5,12,1.5833333333333333,0.6666666666666666,0.05069944206355624,1301.7894736842106,0.0,7,3,6,3
712,530978,187913.0,4980.19,0,1,1,4,2,0,39,0,19,24359,24359.0,0,8,3,12,1.5833333333333333,0.6666666666666666,0.0,1282.0526315789473,0.0,6,3,4,6
713,372261,192498.0,4983.18,0,1,1,4,2,0,8,0,16,22818,22818.0,528,5,6,12,1.3333333333333333,0.4166666666666667,0.0231396266105706,1426.125,0.0,0,3,6,7
714,738427,192498.0,4983.18,0,0,1,4,2,0,11,0,30,41202,41202.0,1549,8,6,12,2.5,0.6666666666666666,0.03759526236590457,1373.4,1.0,6,5,11,8
715,295929,95061.0,4984.62,0,0,1,2,2,0,41,0,13,23883,23883.0,1352,6,5,12,1.0833333333333333,0.5,0.056609303688816316,1837.1538461538462,0.0,2,1,7,3
717,437022,95061.0,4984.62,0,0,1,2,2,0,13,0,22,35444,35444.0,331,7,5,12,1.8333333333333333,0.5833333333333334,0.009338675093104615,1611.090909090909,2.0,6,7,6,3
718,582861,95061.0,4984.62,0,0,1,2,2,0,6,0,6,10455,10455.0,0,3,3,12,0.5,0.25,0.0,1742.5,2.0,0,0,4,2
719,945014,95061.0,4984.62,0,1,1,2,2,0,5,0,7,11376,11376.0,510,2,4,12,0.5833333333333334,0.16666666666666666,0.044831223628691984,1625.142857142857,1.0,0,0,3,4
721,460207,60392.0,4988.58,0,0,1,2,2,0,28,0,27,32628,32628.0,0,9,5,12,2.25,0.75,0.0,1208.4444444444443,0.0,4,1,12,10
722,567256,60392.0,4988.58,0,1,1,2,2,0,14,0,15,17715,17715.0,541,6,4,12,1.25,0.5,0.030539091165678805,1181.0,1.0,4,3,5,3
723,290599,71559.0,4991.04,0,1,1,2,2,0,14,0,14,18217,18217.0,0,6,5,12,1.1666666666666667,0.5,0.0,1301.2142857142858,1.0,6,3,3,2
724,878909,44471.0,4991.47,0,1,1,0,2,0,15,0,26,40123,40123.0,0,8,6,12,2.1666666666666665,0.6666666666666666,0.0,1543.1923076923076,1.0,8,2,13,3
726,600820,228861.0,4992.92,0,1,2,4,2,0,66,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
727,430228,92213.0,4995.21,0,1,2,2,2,0,64,0,19,25941,25941.0,1371,7,6,12,1.5833333333333333,0.5833333333333334,0.052850699664623565,1365.3157894736842,2.0,7,9,1,2
728,646168,84300.0,4996.55,0,1,1,2,2,0,57,0,16,21297,21297.0,615,6,5,12,1.3333333333333333,0.5,0.02887730666291027,1331.0625,2.0,6,8,1,1
729,866302,104907.0,4996.55,0,0,0,2,2,0,26,0,16,24665,24665.0,818,5,4,12,1.3333333333333333,0.4166666666666667,0.033164403000202715,1541.5625,0.0,0,3,7,6
730,189146,68065.0,4999.35,0,0,0,2,2,0,7,1,17,29216,29216.0,1300,5,4,12,1.4166666666666667,0.4166666666666667,0.04449616648411829,1718.5882352941176,1.0,0,4,6,7
733,917352,63901.0,5000.62,0,0,1,2,2,0,5,1,3,3486,3486.0,0,1,3,12,0.25,0.08333333333333333,0.0,1162.0,2.0,0,0,0,3
734,277910,56468.0,5004.58,0,0,1,2,2,0,34,0,20,21135,21135.0,0,5,6,12,1.6666666666666667,0.4166666666666667,0.0,1056.75,0.0,1,6,8,5
736,484194,73510.0,5009.81,1,1,1,1,2,0,48,0,14,25098,25098.0,1731,7,4,12,1.1666666666666667,0.5833333333333334,0.06896963901506097,1792.7142857142858,2.0,1,7,2,4
737,618309,78749.0,5010.38,0,0,0,2,2,0,19,0,22,27228,27228.0,0,8,5,12,1.8333333333333333,0.6666666666666666,0.0,1237.6363636363637,0.0,3,5,10,4
738,160686,65470.0,5010.92,0,1,1,2,2,0,64,0,31,60611,60611.0,552,10,5,12,2.5833333333333335,0.8333333333333334,0.009107257758492682,1955.1935483870968,0.0,5,7,10,9
739,355995,65470.0,5010.92,0,1,1,2,2,0,55,0,13,22675,22675.0,1086,5,4,12,1.0833333333333333,0.4166666666666667,0.047894156560088205,1744.2307692307693,0.0,4,0,5,4
740,519203,86969.0,5011.26,0,0,1,2,2,0,50,0,28,38541,38541.0,384,9,5,12,2.3333333333333335,0.75,0.009963415583404685,1376.4642857142858,0.0,4,12,7,5
741,306402,53024.0,5011.75,0,1,2,2,2,0,46,0,19,31473,31473.0,778,6,5,12,1.5833333333333333,0.5,0.024719600927779365,1656.4736842105262,0.0,9,1,0,9
743,446315,79591.0,5013.14,0,1,1,2,2,0,62,0,23,27770,27770.0,398,8,6,12,1.9166666666666667,0.6666666666666666,0.014332012963629816,1207.391304347826,0.0,4,2,8,9
744,576716,79591.0,5013.14,0,1,1,2,2,0,48,0,24,36482,36482.0,323,7,7,12,2.0,0.5833333333333334,0.008853681267474371,1520.0833333333333,1.0,6,7,7,4
745,111646,67445.0,5015.01,0,0,0,2,2,0,37,1,24,45971,45971.0,594,8,6,12,2.0,0.6666666666666666,0.012921189445520002,1915.4583333333333,1.0,5,7,6,6
746,685982,67445.0,5015.01,0,0,0,2,2,0,36,0,16,26794,26794.0,0,6,5,12,1.3333333333333333,0.5,0.0,1674.625,1.0,4,8,2,2
747,166037,68031.0,5016.14,0,1,2,2,2,0,66,0,20,31597,31597.0,0,8,4,12,1.6666666666666667,0.6666666666666666,0.0,1579.85,0.0,7,6,3,4
748,236593,73510.0,5016.64,1,1,0,1,2,0,30,0,23,42192,42192.0,677,8,6,12,1.9166666666666667,0.6666666666666666,0.01604569586651498,1834.4347826086957,0.0,5,1,9,8
749,784113,73510.0,5016.64,1,0,0,1,2,0,66,0,21,30839,30839.0,0,6,6,12,1.75,0.5,0.0,1468.5238095238096,1.0,3,6,10,2
750,896790,47177.0,5016.83,0,0,1,2,2,0,66,0,22,29524,29524.0,906,9,6,12,1.8333333333333333,0.75,0.030686898794201327,1342.0,0.0,7,1,8,6
